Type,Name,OID,Code System,Code System OID,Status,Condition Name,Condition Code,Condition Code System
Diagnosis Problem,Invasive Group A Streptococcus (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1571,SNOMEDCT,2.16.840.1.113883.6.96,Published,Invasive Group A beta-hemolytic streptococcal disease (disorder),406614006,SNOMEDCT
Diagnosis Problem,Invasive Group B Streptococcus (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1573,SNOMEDCT,2.16.840.1.113883.6.96,Published,Invasive Group B beta-hemolytic streptococcal disease (disorder),406612005,SNOMEDCT
Diagnosis Problem,Invasive Group B Streptococcus (Disorders) (ICD10CM)),2.16.840.1.113762.1.4.1146.1574,ICD10CM,2.16.840.1.113883.6.90,Published,Invasive Group B beta-hemolytic streptococcal disease (disorder),406612005,SNOMEDCT
Diagnosis Problem,Invasive Haemophilus influenzae Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.140,ICD10CM,2.16.840.1.113883.6.90,Published,Invasive Haemophilus influenzae disease (disorder),406583002,SNOMEDCT
Diagnosis Problem,Epiglottitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1362,SNOMEDCT,2.16.840.1.113883.6.96,Published,Invasive Haemophilus influenzae disease (disorder),406583002,SNOMEDCT
Diagnosis Problem,Epiglottitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1363,ICD10CM,2.16.840.1.113883.6.90,Published,Invasive Haemophilus influenzae disease (disorder),406583002,SNOMEDCT
Diagnosis Problem,Invasive Haemophilus influenzae Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.139,SNOMEDCT,2.16.840.1.113883.6.96,Published,Invasive Haemophilus influenzae disease (disorder),406583002,SNOMEDCT
Diagnosis Problem,Invasive Pneumococcal Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.137,ICD10CM,2.16.840.1.113883.6.90,Published,Invasive Streptococcus pneumoniae disease (disorder),406617004,SNOMEDCT
Diagnosis Problem,Invasive Pneumococcal Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.136,SNOMEDCT,2.16.840.1.113883.6.96,Published,Invasive Streptococcus pneumoniae disease (disorder),406617004,SNOMEDCT
Diagnosis Problem,Variant Creutzfeldt Jakob Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1337,SNOMEDCT,2.16.840.1.113883.6.96,Published,Jakob-Creutzfeldt disease (disorder),792004,SNOMEDCT
Diagnosis Problem,Creutzfeldt Jakob Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1338,ICD10CM,2.16.840.1.113883.6.90,Published,Jakob-Creutzfeldt disease (disorder),792004,SNOMEDCT
Diagnosis Problem,Variant Creutzfeldt Jakob Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1339,ICD10CM,2.16.840.1.113883.6.90,Published,Jakob-Creutzfeldt disease (disorder),792004,SNOMEDCT
Diagnosis Problem,Creutzfeldt Jakob Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1336,SNOMEDCT,2.16.840.1.113883.6.96,Published,Jakob-Creutzfeldt disease (disorder),792004,SNOMEDCT
Diagnosis Problem,Jamestown Canyon Virus Diseases (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1943,SNOMEDCT,2.16.840.1.113883.6.96,Published,Jamestown Canyon virus disease (disorder),41723001,SNOMEDCT
Diagnosis Problem,Japanese Encephalitis Virus Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1371,SNOMEDCT,2.16.840.1.113883.6.96,Published,Japanese encephalitis virus disease (disorder),52947006,SNOMEDCT
Diagnosis Problem,Japanese Encephalitis Virus Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1370,ICD10CM,2.16.840.1.113883.6.90,Published,Japanese encephalitis virus disease (disorder),52947006,SNOMEDCT
Diagnosis Problem,Keystone Virus Diseases (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1948,SNOMEDCT,2.16.840.1.113883.6.96,Published,Keystone virus encephalitis (disorder),404237007,SNOMEDCT
Diagnosis Problem,La Crosse Virus Diseases (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1949,SNOMEDCT,2.16.840.1.113883.6.96,Published,La Crosse encephalitis (disorder),61094002,SNOMEDCT
Diagnosis Problem,Legionellosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.279,SNOMEDCT,2.16.840.1.113883.6.96,Published,Legionella infection (disorder),26726000,SNOMEDCT
Diagnosis Problem,Legionellosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.280,ICD10CM,2.16.840.1.113883.6.90,Published,Legionella infection (disorder),26726000,SNOMEDCT
Diagnosis Problem,Leishmaniasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1844,SNOMEDCT,2.16.840.1.113883.6.96,Published,Leishmaniasis (disorder),80612004,SNOMEDCT
Diagnosis Problem,Leishmaniasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1845,ICD10CM,2.16.840.1.113883.6.90,Published,Leishmaniasis (disorder),80612004,SNOMEDCT
Diagnosis Problem,Hansen’s Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.363,ICD10CM,2.16.840.1.113883.6.90,Published,Leprosy (disorder),81004002,SNOMEDCT
Diagnosis Problem,Hansen’s Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.362,SNOMEDCT,2.16.840.1.113883.6.96,Published,Leprosy (disorder),81004002,SNOMEDCT
Diagnosis Problem,Leptospirosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.271,SNOMEDCT,2.16.840.1.113883.6.96,Published,Leptospirosis (disorder),77377001,SNOMEDCT
Diagnosis Problem,Leptospirosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.273,ICD10CM,2.16.840.1.113883.6.90,Published,Leptospirosis (disorder),77377001,SNOMEDCT
Diagnosis Problem,Listeriosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.217,SNOMEDCT,2.16.840.1.113883.6.96,Published,Listeriosis (disorder),4241002,SNOMEDCT
Diagnosis Problem,Listeriosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.218,ICD10CM,2.16.840.1.113883.6.90,Published,Listeriosis (disorder),4241002,SNOMEDCT
Diagnosis Problem,Limb Reduction (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2148,ICD10CM,2.16.840.1.113883.6.90,Published,Longitudinal deficiency of limb (disorder),67341007,SNOMEDCT
Diagnosis Problem,Limb Reduction (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2147,SNOMEDCT,2.16.840.1.113883.6.96,Published,Longitudinal deficiency of limb (disorder),67341007,SNOMEDCT
Diagnosis Problem,Louseborne relapsing fever (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1816,SNOMEDCT,2.16.840.1.113883.6.96,Published,Louse-borne relapsing fever (disorder),14683004,SNOMEDCT
Diagnosis Problem,Louseborne relapsing fever (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1817,ICD10CM,2.16.840.1.113883.6.90,Published,Louse-borne relapsing fever (disorder),14683004,SNOMEDCT
Diagnosis Problem,Lyme Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.227,ICD10CM,2.16.840.1.113883.6.90,Published,Lyme disease (disorder),23502006,SNOMEDCT
Diagnosis Problem,Lyme Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.226,SNOMEDCT,2.16.840.1.113883.6.96,Published,Lyme disease (disorder),23502006,SNOMEDCT
Diagnosis Problem,Lyme Disease (Erythema Migrans) (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.234,SNOMEDCT,2.16.840.1.113883.6.96,Published,Lyme disease (disorder),23502006,SNOMEDCT
Diagnosis Problem,Lymphatic Filariasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1852,SNOMEDCT,2.16.840.1.113883.6.96,Published,Lymphatic filariasis (disorder),240820001,SNOMEDCT
Diagnosis Problem,Lymphatic Filariasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1853,ICD10CM,2.16.840.1.113883.6.90,Published,Lymphatic filariasis (disorder),240820001,SNOMEDCT
Diagnosis Problem,Filariasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1855,ICD10CM,2.16.840.1.113883.6.90,Published,Lymphatic filariasis (disorder),240820001,SNOMEDCT
Diagnosis Problem,Tropical Pulmonary Eosinophilia (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1856,SNOMEDCT,2.16.840.1.113883.6.96,Published,Lymphatic filariasis (disorder),240820001,SNOMEDCT
Diagnosis Problem,Filariasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1854,SNOMEDCT,2.16.840.1.113883.6.96,Published,Lymphatic filariasis (disorder),240820001,SNOMEDCT
Diagnosis Problem,Malaria (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.230,ICD10CM,2.16.840.1.113883.6.90,Published,Malaria (disorder),61462000,SNOMEDCT
Diagnosis Problem,Malaria (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.229,SNOMEDCT,2.16.840.1.113883.6.96,Published,Malaria (disorder),61462000,SNOMEDCT
Diagnosis Problem,Cancer [Malignant Neoplasms] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1407,SNOMEDCT,2.16.840.1.113883.6.96,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,"Cancer [Unspecified Skin Cancer, Benign Carcinoid Tumor, in situ Cervical Cancer, Intraepithelial Neoplasia, History Cancer, Complication of Cancer or Treatment] (Disorders) (SNOMED)",2.16.840.1.113762.1.4.1146.1405,SNOMEDCT,2.16.840.1.113883.6.96,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,Cancer [Benign or Borderline CNS Tumors] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1403,ICD10CM,2.16.840.1.113883.6.90,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,"Cancer [Unspecified Skin Cancer, Benign Carcinoid Tumor, in situ Cervical Cancer, Intraepithelial Neoplasia, History Cancer, Complication of Cancer or Treatment] (Disorders) (ICD10CM)",2.16.840.1.113762.1.4.1146.1404,ICD10CM,2.16.840.1.113883.6.90,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,Cancer [Malignant Neoplasms] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1402,ICD10CM,2.16.840.1.113883.6.90,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,Cancer [Benign or Borderline CNS Tumors] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1406,SNOMEDCT,2.16.840.1.113883.6.96,Published,Malignant neoplastic disease (disorder) ,363346000,SNOMEDCT
Diagnosis Problem,Measles (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.126,ICD10CM,2.16.840.1.113883.6.90,Published,Measles (disorder),14189004,SNOMEDCT
Diagnosis Problem,Measles (Koplik Spots) (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.51,SNOMEDCT,2.16.840.1.113883.6.96,Published,Measles (disorder),14189004,SNOMEDCT
Diagnosis Problem,Measles (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.127,SNOMEDCT,2.16.840.1.113883.6.96,Published,Measles (disorder),14189004,SNOMEDCT
Diagnosis Problem,Melioidosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1287,SNOMEDCT,2.16.840.1.113883.6.96,Published,Melioidosis (disorder),428111003,SNOMEDCT
Diagnosis Problem,Melioidosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1291,ICD10CM,2.16.840.1.113883.6.90,Published,Melioidosis (disorder),428111003,SNOMEDCT
Diagnosis Problem,Aseptic Meningitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.765,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Aseptic Meningitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.657,ICD10CM,2.16.840.1.113883.6.90,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Parasitic Meningitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1554,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Parasitic Meningitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1558,ICD10CM,2.16.840.1.113883.6.90,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Bacterial Meningitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1552,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Meningitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1557,ICD10CM,2.16.840.1.113883.6.90,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Fungal Meningitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1553,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Bacterial Meningitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1555,ICD10CM,2.16.840.1.113883.6.90,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Fungal Meningitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1556,ICD10CM,2.16.840.1.113883.6.90,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Meningitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1551,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningitis (disorder),7180009,SNOMEDCT
Diagnosis Problem,Meningococcal Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.121,ICD10CM,2.16.840.1.113883.6.90,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Diagnosis Problem,Meningococcal Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.120,SNOMEDCT,2.16.840.1.113883.6.96,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Diagnosis Problem,Methemoglobinemia [Non Congenital] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2106,SNOMEDCT,2.16.840.1.113883.6.96,Published,Methemoglobinemia (disorder),38959009,SNOMEDCT
Diagnosis Problem,Methemoglobinemia [Non Congenital] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2108,ICD10CM,2.16.840.1.113883.6.90,Published,Methemoglobinemia (disorder),38959009,SNOMEDCT
Diagnosis Problem,Methemoglobinemia (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2107,ICD10CM,2.16.840.1.113883.6.90,Published,Methemoglobinemia (disorder),38959009,SNOMEDCT
Diagnosis Problem,Methemoglobinemia (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2105,SNOMEDCT,2.16.840.1.113883.6.96,Published,Methemoglobinemia (disorder),38959009,SNOMEDCT
Diagnosis Problem,Cyanobacteria and Cyanotoxin Poisoning (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2096,SNOMEDCT,2.16.840.1.113883.6.96,Published,Microcystis flos-aquae poisoning (disorder),41439009,SNOMEDCT
Diagnosis Problem,MERS (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.876,SNOMEDCT,2.16.840.1.113883.6.96,Published,Middle East respiratory syndrome (disorder),651000146102,SNOMEDCT
Diagnosis Problem,Exposure to Mpox (SNOMED),2.16.840.1.113762.1.4.1146.2015,SNOMEDCT,2.16.840.1.113883.6.96,Published,Monkeypox (disorder),359814004,SNOMEDCT
Diagnosis Problem,Increased Risk for Exposure to Mpox (SNOMED),2.16.840.1.113762.1.4.1146.2016,SNOMEDCT,2.16.840.1.113883.6.96,Published,Monkeypox (disorder),359814004,SNOMEDCT
Diagnosis Problem,Mpox (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1384,SNOMEDCT,2.16.840.1.113883.6.96,Published,Monkeypox (disorder),359814004,SNOMEDCT
Diagnosis Problem,Mpox (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1385,ICD10CM,2.16.840.1.113883.6.90,Published,Monkeypox (disorder),359814004,SNOMEDCT
Diagnosis Problem,Multisystem Inflammatory Syndrome (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1695,SNOMEDCT,2.16.840.1.113883.6.96,Published,Multisystem inflammatory syndrome in adults (disorder),1119306006,SNOMEDCT
Diagnosis Problem,Multisystem Inflammatory Syndrome (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1696,ICD10CM,2.16.840.1.113883.6.90,Published,Multisystem inflammatory syndrome in adults (disorder),1119306006,SNOMEDCT
Diagnosis Problem,Multisystem Inflammatory Syndrome (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1695,SNOMEDCT,2.16.840.1.113883.6.96,Published,Multisystem inflammatory syndrome in children (disorder),895448002,SNOMEDCT
Diagnosis Problem,Multisystem Inflammatory Syndrome (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1696,ICD10CM,2.16.840.1.113883.6.90,Published,Multisystem inflammatory syndrome in children (disorder),895448002,SNOMEDCT
Diagnosis Problem,COVID_19 (COVID_19 Exposure) (SNOMED),2.16.840.1.113762.1.4.1146.1203,SNOMEDCT,2.16.840.1.113883.6.96,Published,Multisystem inflammatory syndrome in children (disorder),895448002,SNOMEDCT
Diagnosis Problem,COVID_19 (COVID_19 Exposure) (ICD10CM),2.16.840.1.113762.1.4.1146.1318,ICD10CM,2.16.840.1.113883.6.90,Published,Multisystem inflammatory syndrome in children (disorder),895448002,SNOMEDCT
Diagnosis Problem,Mumps (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.115,SNOMEDCT,2.16.840.1.113883.6.96,Published,Mumps (disorder),36989005,SNOMEDCT
Diagnosis Problem,Mumps (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.117,ICD10CM,2.16.840.1.113883.6.90,Published,Mumps (disorder),36989005,SNOMEDCT
Diagnosis Problem,Mycobacteria_Infection_NonTB_ExPulm (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1303,ICD10CM,2.16.840.1.113883.6.90,Published,Mycobacterial infection (excluding tuberculosis AND leprosy) (disorder)  ,111811007,SNOMEDCT
Diagnosis Problem,Mycobacteria_Infection_NonTB_ExPulm (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1301,SNOMEDCT,2.16.840.1.113883.6.96,Published,Mycobacterial infection (excluding tuberculosis AND leprosy) (disorder)  ,111811007,SNOMEDCT
Diagnosis Problem,Ophthalmia neonatorum (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1776,ICD10CM,2.16.840.1.113883.6.90,Published,Neonatal conjunctivitis (disorder),34298002,SNOMEDCT
Diagnosis Problem,Ophthalmia neonatorum (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1775,SNOMEDCT,2.16.840.1.113883.6.96,Published,Neonatal conjunctivitis (disorder),34298002,SNOMEDCT
Diagnosis Problem,Congenital Hearing Loss (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2151,ICD10CM,2.16.840.1.113883.6.90,Published,Neonatal hearing loss (disorder),95821001,SNOMEDCT
Diagnosis Problem,Congenital Hearing Loss (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2150,SNOMEDCT,2.16.840.1.113883.6.96,Published,Neonatal hearing loss (disorder),95821001,SNOMEDCT
Diagnosis Problem,Hearing Loss (ICD10CM),2.16.840.1.113762.1.4.1146.767,ICD10CM,2.16.840.1.113883.6.90,Published,Neonatal hearing loss (disorder),95821001,SNOMEDCT
Diagnosis Problem,Hearing Loss (SNOMED),2.16.840.1.113762.1.4.1146.679,SNOMEDCT,2.16.840.1.113883.6.96,Published,Neonatal hearing loss (disorder),95821001,SNOMEDCT
Diagnosis Problem,Nongonococcal Urethritis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2087,SNOMEDCT,2.16.840.1.113883.6.96,Published,Nongonococcal urethritis (disorder),84619001,SNOMEDCT
Diagnosis Problem,Nongonococcal Urethritis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2088,ICD10CM,2.16.840.1.113883.6.90,Published,Nongonococcal urethritis (disorder),84619001,SNOMEDCT
Diagnosis Problem,WRA (Occupational Exposure to Potential Asthma Inducing Risk Factor) (SNOMED),2.16.840.1.113762.1.4.1146.1393,SNOMEDCT,2.16.840.1.113883.6.96,Published,Occupational asthma (disorder),57607007,SNOMEDCT
Diagnosis Problem,Occupational Asthma (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1388,SNOMEDCT,2.16.840.1.113883.6.96,Published,Occupational asthma (disorder),57607007,SNOMEDCT
Diagnosis Problem,WRA (Occupational Exposure to Potential Asthma Inducing Risk Factor) (ICD10CM),2.16.840.1.113762.1.4.1146.1394,ICD10CM,2.16.840.1.113883.6.90,Published,Occupational asthma (disorder),57607007,SNOMEDCT
Diagnosis Problem,Psittacosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.195,SNOMEDCT,2.16.840.1.113883.6.96,Published,Ornithosis (disorder),75116005,SNOMEDCT
Diagnosis Problem,Psittacosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.196,ICD10CM,2.16.840.1.113883.6.90,Published,Ornithosis (disorder),75116005,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Muscle Relaxant] (SNOMED),2.16.840.1.113762.1.4.1146.1966,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Cannabinoid] (SNOMED),2.16.840.1.113762.1.4.1146.1534,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [CNS Stimulant] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1532,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Analgesic] (ICD10CM),2.16.840.1.113762.1.4.1146.1544,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Other Drug] (SNOMED),2.16.840.1.113762.1.4.1146.1538,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Hallucinogen] (SNOMED),2.16.840.1.113762.1.4.1146.1536,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Cannabinoid] (ICD10CM),2.16.840.1.113762.1.4.1146.1543,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [CNS Stimulant] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1540,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Muscle Relaxant] (ICD10CM),2.16.840.1.113762.1.4.1146.1967,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Other Drug] (ICD10CM),2.16.840.1.113762.1.4.1146.1545,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Analgesic] (SNOMED),2.16.840.1.113762.1.4.1146.1535,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [CNS Depressant] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1533,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [Hallucinogen] (ICD10CM),2.16.840.1.113762.1.4.1146.1542,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Drug Overdose and Poisoning [Non opioid] [CNS Depressant] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1541,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose (disorder),1149222004,SNOMEDCT
Diagnosis Problem,Opioid Overdose and Poisoning (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1008,ICD10CM,2.16.840.1.113883.6.90,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Diagnosis Problem,Opioid Overdose and Poisoning (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1063,SNOMEDCT,2.16.840.1.113883.6.96,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Diagnosis Problem,S. Paratyphi Infection (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1016,SNOMEDCT,2.16.840.1.113883.6.96,Published,Paratyphoid fever (disorder),85904008,SNOMEDCT
Diagnosis Problem,S. Paratyphi Infection (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1015,ICD10CM,2.16.840.1.113883.6.90,Published,Paratyphoid fever (disorder),85904008,SNOMEDCT
Diagnosis Problem,Parkinson’s disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1047,ICD10CM,2.16.840.1.113883.6.90,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,Multiple System Atrophy (ICD10CM),2.16.840.1.113762.1.4.1146.1051,ICD10CM,2.16.840.1.113883.6.90,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,Parkinsonism [Secondary] (ICD10CM),2.16.840.1.113762.1.4.1146.1049,ICD10CM,2.16.840.1.113883.6.90,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,Parkinson’s disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1048,SNOMEDCT,2.16.840.1.113883.6.96,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,Multiple System Atrophy (SNOMED),2.16.840.1.113762.1.4.1146.1054,SNOMEDCT,2.16.840.1.113883.6.96,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,Parkinsonism [Secondary] (SNOMED),2.16.840.1.113762.1.4.1146.1050,SNOMEDCT,2.16.840.1.113883.6.96,Published,Parkinson's disease (disorder),49049000,SNOMEDCT
Diagnosis Problem,"Hepatitis C Virus Infection, Perinatal (Disorders) (SNOMED)",2.16.840.1.113762.1.4.1146.1963,SNOMEDCT,2.16.840.1.113883.6.96,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
Diagnosis Problem,Hepatitis C Virus Infection (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.153,ICD10CM,2.16.840.1.113883.6.90,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
Diagnosis Problem,Hepatitis C Virus Infection (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.154,SNOMEDCT,2.16.840.1.113883.6.96,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
